"provider_id","provider_name","npi","dea","specialty_concept_id","care_site_id","year_of_birth","gender_concept_id","provider_source_value","specialty_source_value","specialty_source_concept_id","gender_source_value","gender_source_concept_id"
24,Mitch821 Lowe577,,,38004446,,,8507,"62e4926d-a370-3a36-923e-07787b6cf4ca",GENERAL PRACTICE,38004446,M,8507
25,Yee761 Abshire638,,,38004446,,,8532,f809c3b9-fec3-3705-a879-419d84bdeb03,GENERAL PRACTICE,38004446,F,8532
26,Johnathan55 Senger904,,,38004446,,,8507,"0787f727-c7e9-368c-a918-6bae62cefadb",GENERAL PRACTICE,38004446,M,8507
27,Jasper743 Champlin946,,,38004446,,,8507,"495901da-d78e-3034-967f-67091d850db2",GENERAL PRACTICE,38004446,M,8507
28,Stephen891 Berge125,,,38004446,,,8507,"296a35f4-a047-3432-ac9f-b49b24e04d7f",GENERAL PRACTICE,38004446,M,8507
29,Orville751 Will178,,,38004446,,,8507,cbe9dc33-98ff-3845-9520-0b667b5c7598,GENERAL PRACTICE,38004446,M,8507
30,Beverley336 Boyer713,,,38004446,,,8532,"4e33323d-2c37-3329-9bf8-2ad47c99c825",GENERAL PRACTICE,38004446,F,8532
31,María842 Nieves278,,,38004446,,,8532,"964c0653-38ff-3908-9b7a-cb3e5b710999",GENERAL PRACTICE,38004446,F,8532
32,José Luis472 Tejeda887,,,38004446,,,8507,"609485e8-5e0f-35b8-867d-5d501fc29090",GENERAL PRACTICE,38004446,M,8507
33,Esteban536 Metz686,,,38004446,,,8507,bb4f7e04-df15-3412-970b-e3d31f7c051c,GENERAL PRACTICE,38004446,M,8507
34,Margy712 Larkin917,,,38004446,,,8532,ed7a2200-d7bb-398d-b96d-4b15eb2d09f8,GENERAL PRACTICE,38004446,F,8532
35,Trinity427 Hartmann983,,,38004446,,,8532,e6080485-aab5-38bb-bb3e-b21b51db5cd2,GENERAL PRACTICE,38004446,F,8532
36,Vernita491 Cartwright189,,,38004446,,,8532,a7047d3b-68b4-3581-882c-09ac767691f9,GENERAL PRACTICE,38004446,F,8532
37,Amina496 Denesik803,,,38004446,,,8532,c7fe12e6-f803-3617-9cf9-2bee2b33f257,GENERAL PRACTICE,38004446,F,8532
38,Rolland302 Turcotte120,,,38004446,,,8507,ebfe5483-aac9-3bc3-b9cc-70e2cb08066c,GENERAL PRACTICE,38004446,M,8507
39,Jude172 Brakus656,,,38004446,,,8507,"7385cfb0-0664-3178-abea-bc1110d9e37b",GENERAL PRACTICE,38004446,M,8507
40,Francis500 Witting912,,,38004446,,,8507,cbdf1e22-5b47-3f0e-a792-4426d1c413e1,GENERAL PRACTICE,38004446,M,8507
41,Lloyd546 Wuckert783,,,38004446,,,8507,"191abd86-07d9-30fe-abdb-86a78da786d0",GENERAL PRACTICE,38004446,M,8507
42,Sid118 Hammes673,,,38004446,,,8507,"988eb771-bc2a-36e3-83f2-7334711da98c",GENERAL PRACTICE,38004446,M,8507
43,Brittanie254 Krajcik437,,,38004446,,,8532,"94292b4e-ca64-3a03-a35f-7867331d65a1",GENERAL PRACTICE,38004446,F,8532
44,Jared66 Towne435,,,38004446,,,8507,b0ecdc1e-8c8c-31fd-963a-15af0aa7fd37,GENERAL PRACTICE,38004446,M,8507
45,Iola859 Rodriguez71,,,38004446,,,8532,"39a9363a-2125-3cbc-b240-2e50145a7f6e",GENERAL PRACTICE,38004446,F,8532
46,Salvador46 Serna195,,,38004446,,,8507,"48c1f933-3cf7-3707-83ea-a0b6f1bff92c",GENERAL PRACTICE,38004446,M,8507
47,Angela104 Stamm704,,,38004446,,,8532,ca2a1d5d-b984-3618-831f-9d7ef84b7d55,GENERAL PRACTICE,38004446,F,8532
48,Omer483 Koepp521,,,38004446,,,8507,a55bbf96-1f1b-3a1b-9528-eabb78815f00,GENERAL PRACTICE,38004446,M,8507
49,Emory494 Schuster709,,,38004446,,,8507,"14b28229-2ef3-3070-9c49-734f4ed526f4",GENERAL PRACTICE,38004446,M,8507
50,Anderson154 Hahn503,,,38004446,,,8507,"283446ae-8538-32eb-af40-f8f9b2063ced",GENERAL PRACTICE,38004446,M,8507
51,Jesenia223 Bednar518,,,38004446,,,8532,"62f40a67-64f0-3c9e-b7f1-0d7e80c51902",GENERAL PRACTICE,38004446,F,8532
52,Millicent213 Mertz280,,,38004446,,,8532,f9dba41d-17b3-3d45-81d2-80bae9fefc13,GENERAL PRACTICE,38004446,F,8532
53,Bernie827 Borer986,,,38004446,,,8507,bd5bf1b5-5811-3b5f-a324-64d3f47a6380,GENERAL PRACTICE,38004446,M,8507
54,Claudine313 Cronin387,,,38004446,,,8532,faa4ef6c-2411-3946-9b50-20c2cd05c8fd,GENERAL PRACTICE,38004446,F,8532
55,Kimbra238 Runolfsdottir785,,,38004446,,,8532,f0985260-0d0f-3c3c-8910-59f0f6bf71a6,GENERAL PRACTICE,38004446,F,8532
56,Todd315 Abernathy524,,,38004446,,,8507,ba4801e2-37ec-395b-95f0-313bb3c40e51,GENERAL PRACTICE,38004446,M,8507
57,Paul232 Daugherty69,,,38004446,,,8507,"8a000332-e379-3773-8143-a4d994895a45",GENERAL PRACTICE,38004446,M,8507
58,Jeane173 White193,,,38004446,,,8532,"4a3ed0c0-96d8-38cb-8596-e1e67c634971",GENERAL PRACTICE,38004446,F,8532
59,Clementine778 Jakubowski832,,,38004446,,,8532,"43243509-1ce2-3858-90ce-877bac02533f",GENERAL PRACTICE,38004446,F,8532
60,Rayford811 Bashirian201,,,38004446,,,8507,cd71416a-310f-34c3-b0c0-3a1d6e8bd9fe,GENERAL PRACTICE,38004446,M,8507
61,Stevie682 Stark857,,,38004446,,,8507,"53fc0ef6-9b7e-3b93-b6e0-3077caac9852",GENERAL PRACTICE,38004446,M,8507
62,Kelly223 Konopelski743,,,38004446,,,8507,"8300d632-0850-3b44-96db-e9d9338d8831",GENERAL PRACTICE,38004446,M,8507
63,Connie24 Reichert620,,,38004446,,,8532,"589a2993-8ab9-36d9-ad72-7d1e6f458cfd",GENERAL PRACTICE,38004446,F,8532
64,Desmond566 Schaefer657,,,38004446,,,8507,d10f3769-519d-3a81-8750-9f8fa0b62200,GENERAL PRACTICE,38004446,M,8507
65,Donovan745 Daugherty69,,,38004446,,,8507,"6edda7b5-5c73-33bc-9fb2-7fa404d7743d",GENERAL PRACTICE,38004446,M,8507
66,Wilhelmina724 Block661,,,38004446,,,8532,e9cd0d88-d3db-3615-b185-5547ce1d6fee,GENERAL PRACTICE,38004446,F,8532
67,Denver542 McDermott739,,,38004446,,,8507,"78d3f201-e5d4-34c3-b403-9e1a2db901ce",GENERAL PRACTICE,38004446,M,8507
68,Adela471 Menchaca276,,,38004446,,,8532,b2c46484-83df-3a32-8a06-55fb55825a45,GENERAL PRACTICE,38004446,F,8532
69,Leland44 Bernier607,,,38004446,,,8507,"59f9959c-9a87-3d7b-9e94-bed72f1d558f",GENERAL PRACTICE,38004446,M,8507
70,Leticia253 Bañuelos542,,,38004446,,,8532,"621c161e-4b97-3575-9673-eb971b2cae06",GENERAL PRACTICE,38004446,F,8532
71,Son314 Hirthe744,,,38004446,,,8532,ee2e48e3-8d0f-3ed8-9ee7-3521ef2902fc,GENERAL PRACTICE,38004446,F,8532
72,Jeannette562 Dare640,,,38004446,,,8532,"55c2fa1e-da7a-3711-a1a8-a13e2ded74ff",GENERAL PRACTICE,38004446,F,8532
73,Robby860 Schuster709,,,38004446,,,8507,"0ca0b61d-73b4-393d-a520-6c27700d6878",GENERAL PRACTICE,38004446,M,8507
74,Gerry91 Davis923,,,38004446,,,8507,b5b024e3-5747-32fd-a367-39f05291393a,GENERAL PRACTICE,38004446,M,8507
75,Carlton317 Koch169,,,38004446,,,8507,"5217cb52-8282-348b-9585-dbe44ea80276",GENERAL PRACTICE,38004446,M,8507
76,Aja848 McKenzie376,,,38004446,,,8532,"874ce57a-d8dd-3a6f-a986-f88f92dbb04e",GENERAL PRACTICE,38004446,F,8532
77,Raleigh478 Hauck852,,,38004446,,,8507,b8b46025-1201-375a-9217-69c7d118a74f,GENERAL PRACTICE,38004446,M,8507
78,Duane703 Koelpin146,,,38004446,,,8507,"48a00894-019f-3e71-b5a3-178f78afe002",GENERAL PRACTICE,38004446,M,8507
79,Damian46 Breitenberg711,,,38004446,,,8507,"30e63a25-ad62-390c-92a6-5eefba5bff85",GENERAL PRACTICE,38004446,M,8507
80,Allyson474 Doyle959,,,38004446,,,8532,"1c31e0b5-a49f-3ba0-a7fa-e10c3da69913",GENERAL PRACTICE,38004446,F,8532
81,Ollie731 Dooley940,,,38004446,,,8507,"9ab44678-f016-3789-aa4c-b9aa84506cf4",GENERAL PRACTICE,38004446,M,8507
82,Emilia403 Carreón894,,,38004446,,,8532,"566bbd17-0f5b-338d-8f75-7e9e612b6ab8",GENERAL PRACTICE,38004446,F,8532
83,Logan497 Fisher429,,,38004446,,,8507,"3de9d970-ab13-30e8-8f5e-a4934d68e115",GENERAL PRACTICE,38004446,M,8507
84,María Teresa440 Tejada731,,,38004446,,,8532,"041e724d-a314-3443-afea-9a3bf5d72aa8",GENERAL PRACTICE,38004446,F,8532
85,Elbert916 Kuhlman484,,,38004446,,,8507,ac36f808-24d4-358b-bd9d-3e81b1a4b989,GENERAL PRACTICE,38004446,M,8507
86,Trey250 Wintheiser220,,,38004446,,,8507,"0cf3f543-f773-33d3-9704-909c0d8705e7",GENERAL PRACTICE,38004446,M,8507
87,Katia630 Parisian75,,,38004446,,,8532,"6f4030d4-532b-3628-b6c3-a68ed284ad1b",GENERAL PRACTICE,38004446,F,8532
88,Ignacio928 Pollich983,,,38004446,,,8507,"5667834d-403c-3da2-b9cf-1a4f00ee8765",GENERAL PRACTICE,38004446,M,8507
89,Lesley194 Crooks415,,,38004446,,,8532,caa5e371-7c76-39af-afa5-ef6d71293ae4,GENERAL PRACTICE,38004446,F,8532
90,Floy720 Greenfelder433,,,38004446,,,8532,cafc2703-2aa5-3d4d-8ac6-73d9000d5540,GENERAL PRACTICE,38004446,F,8532
91,Pearl430 Davis923,,,38004446,,,8532,"7bc2c80b-093c-3d38-90cd-980fd1b93224",GENERAL PRACTICE,38004446,F,8532
92,Armandina361 Jacobson885,,,38004446,,,8532,"10ab9baf-b870-3443-a852-551eb8d5881b",GENERAL PRACTICE,38004446,F,8532
93,Vivian245 Keebler762,,,38004446,,,8532,"5cc0ad0f-87b3-37aa-bac5-5a78c91c7547",GENERAL PRACTICE,38004446,F,8532
94,Laci507 O'Keefe54,,,38004446,,,8532,"877f70dd-9806-34b6-8c1b-b24b60118049",GENERAL PRACTICE,38004446,F,8532
95,Jamie386 Lowe577,,,38004446,,,8507,b9f9badf-fb12-3a1f-8792-b76f5ebefec3,GENERAL PRACTICE,38004446,M,8507
96,Latoria810 Eichmann909,,,38004446,,,8532,"4591d614-8674-3a68-a139-93fc8318595d",GENERAL PRACTICE,38004446,F,8532
97,Imogene688 Braun514,,,38004446,,,8532,be496d3f-7072-3cf3-b5c9-95bce221f411,GENERAL PRACTICE,38004446,F,8532
98,Luther918 Jakubowski832,,,38004446,,,8507,ceeace54-8708-3306-8fc6-5c4ba2344af3,GENERAL PRACTICE,38004446,M,8507
99,Noelle559 Padberg411,,,38004446,,,8532,"9d83eb05-0380-3b42-961f-74df8836ccee",GENERAL PRACTICE,38004446,F,8532
100,Moshe758 Bartoletti50,,,38004446,,,8507,"83439e8d-56fd-389c-90f8-85d78d15ddc3",GENERAL PRACTICE,38004446,M,8507
101,María José279 Rodríquez611,,,38004446,,,8532,"991e3e61-7633-3757-a998-a7bf06d5f81a",GENERAL PRACTICE,38004446,F,8532
102,Deja232 Ratke343,,,38004446,,,8532,b854c1fb-e5bf-3046-90c8-f27c405a9539,GENERAL PRACTICE,38004446,F,8532
103,Lamont867 Kerluke267,,,38004446,,,8507,"1e2a2bc0-aae8-3ced-8d31-1945588219ab",GENERAL PRACTICE,38004446,M,8507
104,Latrina689 White193,,,38004446,,,8532,"0486b11e-3dc6-3717-91c7-b49903a06ece",GENERAL PRACTICE,38004446,F,8532
105,Ramiro608 Valenzuela371,,,38004446,,,8507,"8913d720-de27-3187-bc93-005dea71e663",GENERAL PRACTICE,38004446,M,8507
106,Emerita401 Satterfield305,,,38004446,,,8532,ee2d4164-7227-32bf-82a0-52c909c8a8f6,GENERAL PRACTICE,38004446,F,8532
107,Theo630 Rohan584,,,38004446,,,8507,"0e4b4b5e-66eb-3733-b2e6-820c8e436381",GENERAL PRACTICE,38004446,M,8507
108,Madeline975 Friesen796,,,38004446,,,8532,e7418321-402c-3e53-9f91-240a48784ada,GENERAL PRACTICE,38004446,F,8532
109,Nikia872 Williamson769,,,38004446,,,8532,"99d8c8a6-5ca4-331e-80ec-a4b7d81f3849",GENERAL PRACTICE,38004446,F,8532
110,Telma919 Powlowski563,,,38004446,,,8532,"70354f9c-f360-3995-a737-ceff0f7679fc",GENERAL PRACTICE,38004446,F,8532
111,Maude482 Veum823,,,38004446,,,8532,bf511154-b6fc-385a-a88f-b5ab740ebfc7,GENERAL PRACTICE,38004446,F,8532
112,Elisha578 Schneider199,,,38004446,,,8507,"967a9818-8150-328d-b9c0-6022be465b6a",GENERAL PRACTICE,38004446,M,8507
113,Louis204 Hauck852,,,38004446,,,8507,"1cf6eb9a-9e90-3660-bfb5-6197f1c57c77",GENERAL PRACTICE,38004446,M,8507
114,Shiloh191 Larson43,,,38004446,,,8532,"04efa9c7-250b-3a49-8b5e-69f33d6fc704",GENERAL PRACTICE,38004446,F,8532
115,Janine159 Gulgowski816,,,38004446,,,8532,"3759ea38-70bf-3cf7-9d0b-9275f307ba17",GENERAL PRACTICE,38004446,F,8532
116,Isiah14 Mills423,,,38004446,,,8507,"2897e967-bfda-31f0-a9e1-b6f86edb3d07",GENERAL PRACTICE,38004446,M,8507
117,Asa127 Schmidt332,,,38004446,,,8507,ad019dca-8bf6-3988-97b4-c10ca165625f,GENERAL PRACTICE,38004446,M,8507
118,Tamar361 Stehr398,,,38004446,,,8532,c8f4adb7-1fdb-38f7-b345-f3f53a0fa05d,GENERAL PRACTICE,38004446,F,8532
119,Junior695 Kuhlman484,,,38004446,,,8507,"20d1ff75-3de5-31ba-a945-7b3cfb8db1cc",GENERAL PRACTICE,38004446,M,8507
120,Jerrod232 Wintheiser220,,,38004446,,,8507,ea28c791-a746-3bde-b32e-0c1ea62b1bdb,GENERAL PRACTICE,38004446,M,8507
121,Myrle831 D'Amore443,,,38004446,,,8532,"7a3450d6-9471-3bea-b39d-1e725cdb9ebb",GENERAL PRACTICE,38004446,F,8532
122,Kandice471 Rodriguez71,,,38004446,,,8532,"2b3a122a-c23b-3c97-a6cc-50a18692018c",GENERAL PRACTICE,38004446,F,8532
123,Alena861 Rolfson709,,,38004446,,,8532,"80e7b7c0-65fd-35a7-a5fa-842bef3e1c07",GENERAL PRACTICE,38004446,F,8532
124,Emilia403 Reilly981,,,38004446,,,8532,"23de0e2f-1327-39be-8574-347bf542139d",GENERAL PRACTICE,38004446,F,8532
125,Elmo857 MacGyver246,,,38004446,,,8507,"661c68b7-dd28-3098-92ee-9be135fde6d3",GENERAL PRACTICE,38004446,M,8507
126,Rodger755 Wilderman619,,,38004446,,,8507,"8e83f38b-d54c-352f-97bb-eb27c6e4487a",GENERAL PRACTICE,38004446,M,8507
127,Gordon377 Marvin195,,,38004446,,,8507,"91184816-be04-3e73-93af-763164841663",GENERAL PRACTICE,38004446,M,8507
128,Yoshiko258 Keeling57,,,38004446,,,8532,"51d8ab59-fdba-3f01-bee6-a63cee16fedd",GENERAL PRACTICE,38004446,F,8532
129,Charles364 Rempel203,,,38004446,,,8507,a68e49b2-e4d3-34fd-90ba-b00e683b4712,GENERAL PRACTICE,38004446,M,8507
130,Korey682 Schumm995,,,38004446,,,8507,"2cda4539-3ab9-3bbd-81e2-6444ef692fee",GENERAL PRACTICE,38004446,M,8507
131,Nolan344 Gottlieb798,,,38004446,,,8507,"3cbbf740-1e18-3837-97fd-104baf15e359",GENERAL PRACTICE,38004446,M,8507
132,Ramón841 Mesa630,,,38004446,,,8507,a29267ba-e08b-3ed5-8d68-38ba16faf771,GENERAL PRACTICE,38004446,M,8507
133,Ted955 Reilly981,,,38004446,,,8507,a6e62160-3084-3d9f-ac17-082304d7042c,GENERAL PRACTICE,38004446,M,8507
134,Eleni953 Franecki195,,,38004446,,,8532,e808ccd4-7292-3051-b0f3-006177ce813f,GENERAL PRACTICE,38004446,F,8532
135,Claudio955 Muñiz642,,,38004446,,,8507,c331f346-7e80-3b53-92c1-0cd88a4a3da1,GENERAL PRACTICE,38004446,M,8507
136,Shanita956 Schultz619,,,38004446,,,8532,"569d7c57-d2a5-3a3f-af2b-05a4f8be4bc6",GENERAL PRACTICE,38004446,F,8532
137,Harlan808 Langosh790,,,38004446,,,8507,"590899a0-e76a-3dc6-a5ce-84757fff0968",GENERAL PRACTICE,38004446,M,8507
138,Alison204 Bailey598,,,38004446,,,8532,e6bc6c61-cf1f-3426-9c26-2d7c8206c003,GENERAL PRACTICE,38004446,F,8532
139,Jadwiga271 Bayer639,,,38004446,,,8532,"17f54a53-a42b-37e9-83fb-33f63a39b73d",GENERAL PRACTICE,38004446,F,8532
140,Gary33 Schulist381,,,38004446,,,8507,"922813a0-a199-33d9-85f7-899d85679c2d",GENERAL PRACTICE,38004446,M,8507
141,Logan497 Marquardt819,,,38004446,,,8507,"73d60bc4-c17f-34ea-ad25-08f351883e40",GENERAL PRACTICE,38004446,M,8507
142,Mariana775 Escobedo608,,,38004446,,,8532,"98170f8a-fb35-3e40-99d8-041fa01e59c1",GENERAL PRACTICE,38004446,F,8532
143,María Eugenia578 Estrada938,,,38004446,,,8532,ab1d118a-a97f-3e12-aae9-eeb106936da7,GENERAL PRACTICE,38004446,F,8532
144,Maybelle917 Lockman863,,,38004446,,,8532,"6023a3c3-ec13-307c-b4b6-ac04f1793ba6",GENERAL PRACTICE,38004446,F,8532
145,Janey243 Schoen8,,,38004446,,,8532,"7ed59ccd-1330-395d-b2eb-79e6f9823683",GENERAL PRACTICE,38004446,F,8532
146,Marleen824 Ziemann98,,,38004446,,,8532,db13e21a-9866-314e-ae8d-b61effd52773,GENERAL PRACTICE,38004446,F,8532
147,Gabriella773 Larkin917,,,38004446,,,8532,f41a611f-751c-341c-b2dd-e270744a807c,GENERAL PRACTICE,38004446,F,8532
148,Hunter736 Lesch175,,,38004446,,,8507,dcc5cd01-d885-3880-9a4b-fbd166a0d244,GENERAL PRACTICE,38004446,M,8507
149,Josue598 Flatley871,,,38004446,,,8507,"90aebb49-787a-300e-9dcf-a216b2986892",GENERAL PRACTICE,38004446,M,8507
150,Tanner110 Roob72,,,38004446,,,8507,bb540e6e-e2ad-346f-b149-e009e7eb7a70,GENERAL PRACTICE,38004446,M,8507
151,Khalilah870 Dare640,,,38004446,,,8532,"5c7328a2-8210-3356-b76a-21073698769e",GENERAL PRACTICE,38004446,F,8532
152,Ronna740 Crooks415,,,38004446,,,8532,bbe554f1-bc7c-3cf5-bb32-f4c88b211891,GENERAL PRACTICE,38004446,F,8532
153,Clair921 Schmitt836,,,38004446,,,8507,"4376e6aa-8aa3-32a8-bcc8-575511df09e4",GENERAL PRACTICE,38004446,M,8507
154,Marcus77 Schamberger479,,,38004446,,,8507,ddf8f111-da7d-33c4-bd3b-c837c2bc235e,GENERAL PRACTICE,38004446,M,8507
155,Lyman173 Kshlerin58,,,38004446,,,8507,fe9cdb29-f687-3a69-acf4-746221d27937,GENERAL PRACTICE,38004446,M,8507
156,Alysia661 Bogan287,,,38004446,,,8532,d7e6f0ee-8653-3c5b-a301-c249459750e5,GENERAL PRACTICE,38004446,F,8532
157,Matthew562 Boyer713,,,38004446,,,8507,"62359650-b194-3288-aadf-8c4850706bdc",GENERAL PRACTICE,38004446,M,8507
158,Filiberto722 Keebler762,,,38004446,,,8507,"9f878cf7-6c4c-3c14-babd-52869988589d",GENERAL PRACTICE,38004446,M,8507
159,Kari181 Trantow673,,,38004446,,,8532,"979e9a59-9247-31db-be67-8d3bcf124ea3",GENERAL PRACTICE,38004446,F,8532
160,Sulema841 Ryan260,,,38004446,,,8532,"88acc47c-7166-3022-abd8-10851190f626",GENERAL PRACTICE,38004446,F,8532
161,Conchita9 Altamirano540,,,38004446,,,8532,"2870c1cf-8016-359b-b538-a79607418a1e",GENERAL PRACTICE,38004446,F,8532
162,Kati243 Ruecker817,,,38004446,,,8532,"55bfdc7b-7777-31fb-a746-f7fd2ea0a545",GENERAL PRACTICE,38004446,F,8532
163,Cody889 Ratke343,,,38004446,,,8532,"8ae71185-0d5e-3225-849d-942462776e08",GENERAL PRACTICE,38004446,F,8532
164,Clay913 Roberts511,,,38004446,,,8507,"18ee82f6-5d90-385a-982d-312e87e29455",GENERAL PRACTICE,38004446,M,8507
165,Trey250 Satterfield305,,,38004446,,,8507,b731eb13-5f81-3c29-8091-fa4c396438a8,GENERAL PRACTICE,38004446,M,8507
166,Neal874 Bogisich202,,,38004446,,,8507,fc316757-efb6-36e2-bb75-28f1a4cfec02,GENERAL PRACTICE,38004446,M,8507
167,Renaldo199 Huels583,,,38004446,,,8507,dbde1082-c0f8-3141-b7ce-f76d3ed770b8,GENERAL PRACTICE,38004446,M,8507
168,Aubrey96 Emard19,,,38004446,,,8507,"4230464d-bec8-307b-a9f6-954bf03a27bb",GENERAL PRACTICE,38004446,M,8507
169,Randa356 Carter549,,,38004446,,,8532,cc517792-a266-3ddc-a835-b568a4ec7553,GENERAL PRACTICE,38004446,F,8532
170,James276 Smitham825,,,38004446,,,8507,f56653b6-92ad-3804-9895-57b755e0e73e,GENERAL PRACTICE,38004446,M,8507
171,Edmundo94 Eichmann909,,,38004446,,,8507,"439b49f2-7a17-3b47-8934-904a3ae489fc",GENERAL PRACTICE,38004446,M,8507
172,Bennie663 Abbott774,,,38004446,,,8507,"20cae423-0d7f-3bd9-8b84-04f8c264c406",GENERAL PRACTICE,38004446,M,8507
173,Jed345 Wilkinson796,,,38004446,,,8507,"0b66c163-af21-33c7-b5b1-aff4d32c8261",GENERAL PRACTICE,38004446,M,8507
174,Sonny285 Witting912,,,38004446,,,8507,"1e3cedf3-3c49-31b8-b3ce-86b835a411b7",GENERAL PRACTICE,38004446,M,8507
175,Juan Carlos348 Nieves278,,,38004446,,,8507,"3e00a60a-42b1-3768-b6c8-baddb26ce845",GENERAL PRACTICE,38004446,M,8507
176,Rosy219 Sawayn19,,,38004446,,,8532,"76a2794d-48ba-3d34-aa77-4003b232ecd8",GENERAL PRACTICE,38004446,F,8532
177,Ayana300 Langosh790,,,38004446,,,8532,"6934611a-9ffc-3340-a74e-0cb9e42da8e8",GENERAL PRACTICE,38004446,F,8532
178,Carisa395 Kutch271,,,38004446,,,8532,cdab798a-b5ae-3ece-adad-6373561592f3,GENERAL PRACTICE,38004446,F,8532
179,Ignacio928 Escamilla823,,,38004446,,,8507,"007314de-37a4-3115-8254-68c46f740ee5",GENERAL PRACTICE,38004446,M,8507
180,Laverne101 Schumm995,,,38004446,,,8532,"10fcb317-d566-3ccd-9b2a-09c9800c383d",GENERAL PRACTICE,38004446,F,8532
181,Cody889 Boyer713,,,38004446,,,8532,cd5eb06f-c7bf-337a-a35c-42dafd30e2ba,GENERAL PRACTICE,38004446,F,8532
182,Parthenia862 Dickens475,,,38004446,,,8532,d0cb5f86-0178-3bad-8859-5db513255b21,GENERAL PRACTICE,38004446,F,8532
183,Paz9 Gerlach374,,,38004446,,,8532,"6937f9d6-335b-3e62-89e1-2579ba7faf2b",GENERAL PRACTICE,38004446,F,8532
184,Chance908 Aufderhar910,,,38004446,,,8507,"9fbbd463-4564-33cd-9042-18f4442d73d3",GENERAL PRACTICE,38004446,M,8507
185,Marth98 Mayer370,,,38004446,,,8532,a6c208bd-9223-3f4e-8abe-fd0421094be0,GENERAL PRACTICE,38004446,F,8532
186,Julio255 Bins636,,,38004446,,,8507,cd92ac4f-751c-393f-8992-16069b226822,GENERAL PRACTICE,38004446,M,8507
187,Jon665 Daugherty69,,,38004446,,,8532,e496431e-3a03-36fc-8f27-986a7b94eb21,GENERAL PRACTICE,38004446,F,8532
